GEO_ID,NAME(zip),S1903_C01_001E(num_households),S1903_C03_001E(median_indome),S1903_C03_001M(income_SE)
860Z200US56162,ZCTA5 56162,101,71875,20502
860Z200US56164,ZCTA5 56164,2453,61994,9850
860Z200US56165,ZCTA5 56165,125,78125,13850
860Z200US56166,ZCTA5 56166,75,70893,9901
860Z200US56167,ZCTA5 56167,296,57333,12275
860Z200US56168,ZCTA5 56168,303,54712,8234
860Z200US56169,ZCTA5 56169,281,73750,17711
860Z200US56170,ZCTA5 56170,250,55556,11731
860Z200US56171,ZCTA5 56171,738,61071,7467
860Z200US56172,ZCTA5 56172,1295,68631,9148
860Z200US56173,ZCTA5 56173,122,58333,9403
860Z200US56174,ZCTA5 56174,152,56500,27171
860Z200US56175,ZCTA5 56175,1106,62500,8355
860Z200US56176,ZCTA5 56176,418,62344,6208
860Z200US56178,ZCTA5 56178,685,69712,9416
860Z200US56180,ZCTA5 56180,443,58934,2455
860Z200US56181,ZCTA5 56181,516,57000,13208
860Z200US56183,ZCTA5 56183,597,46917,8289
860Z200US56185,ZCTA5 56185,214,51364,10919
860Z200US56186,ZCTA5 56186,158,52000,15905
860Z200US56187,ZCTA5 56187,5032,54821,5037
860Z200US56201,ZCTA5 56201,9184,60074,7323
860Z200US56207,ZCTA5 56207,92,61042,5606
860Z200US56208,ZCTA5 56208,968,47024,7594
860Z200US56209,ZCTA5 56209,913,68583,11589
860Z200US56210,ZCTA5 56210,5,61875,9168
860Z200US56211,ZCTA5 56211,196,72941,6653
860Z200US56212,ZCTA5 56212,203,63750,16263
860Z200US56214,ZCTA5 56214,275,66094,8487
860Z200US56215,ZCTA5 56215,2035,52399,7438
860Z200US56216,ZCTA5 56216,333,65125,6371
860Z200US56218,ZCTA5 56218,214,61250,19746
860Z200US56219,ZCTA5 56219,413,57599,16613
860Z200US56220,ZCTA5 56220,1151,57063,8083
860Z200US56221,ZCTA5 56221,321,66875,12730
860Z200US56222,ZCTA5 56222,842,57400,6291
860Z200US56223,ZCTA5 56223,542,58690,4590
860Z200US56224,ZCTA5 56224,129,54688,8308
860Z200US56225,ZCTA5 56225,299,58125,26839
860Z200US56226,ZCTA5 56226,92,76500,10594
860Z200US56227,ZCTA5 56227,112,83333,15159
860Z200US56228,ZCTA5 56228,383,54844,13964
860Z200US56229,ZCTA5 56229,753,85365,9735
860Z200US56230,ZCTA5 56230,309,53015,6367
860Z200US56231,ZCTA5 56231,144,83750,20120
860Z200US56232,ZCTA5 56232,896,70385,8471
860Z200US56235,ZCTA5 56235,216,71000,20096
860Z200US56236,ZCTA5 56236,156,84500,41870
860Z200US56237,ZCTA5 56237,247,59375,19412
860Z200US56239,ZCTA5 56239,244,78750,19516
860Z200US56240,ZCTA5 56240,341,52679,12787
860Z200US56241,ZCTA5 56241,1597,59594,6594
860Z200US56243,ZCTA5 56243,688,60333,11411
860Z200US56244,ZCTA5 56244,582,76591,11714
860Z200US56245,ZCTA5 56245,222,80568,12529
860Z200US56248,ZCTA5 56248,350,71250,7880
860Z200US56249,ZCTA5 56249,129,62708,12172
860Z200US56251,ZCTA5 56251,363,73015,6587
860Z200US56252,ZCTA5 56252,492,57500,13477
860Z200US56253,ZCTA5 56253,414,63462,7791
860Z200US56255,ZCTA5 56255,174,63654,6717
860Z200US56256,ZCTA5 56256,1085,52670,5633
860Z200US56257,ZCTA5 56257,216,50000,19052
860Z200US56258,ZCTA5 56258,5979,58750,5044
860Z200US56260,ZCTA5 56260,407,64844,9839
860Z200US56262,ZCTA5 56262,308,63611,10140
860Z200US56263,ZCTA5 56263,192,63125,12282
860Z200US56264,ZCTA5 56264,857,66652,5551
860Z200US56265,ZCTA5 56265,3172,60389,5328
860Z200US56266,ZCTA5 56266,573,60536,9004
860Z200US56267,ZCTA5 56267,2679,63979,4543
860Z200US56270,ZCTA5 56270,434,55250,6775
860Z200US56271,ZCTA5 56271,507,62411,5093
860Z200US56273,ZCTA5 56273,1989,81141,7034
860Z200US56274,ZCTA5 56274,78,100714,22056
860Z200US56276,ZCTA5 56276,96,52500,13496
860Z200US56277,ZCTA5 56277,1257,60846,5447
860Z200US56278,ZCTA5 56278,1293,56354,7062
860Z200US56279,ZCTA5 56279,462,71250,6846
860Z200US56280,ZCTA5 56280,218,60909,11330
860Z200US56281,ZCTA5 56281,228,92742,10856
860Z200US56282,ZCTA5 56282,585,64250,12526
860Z200US56283,ZCTA5 56283,2579,59981,5636
860Z200US56284,ZCTA5 56284,751,69519,8393
860Z200US56285,ZCTA5 56285,453,70688,6314
860Z200US56287,ZCTA5 56287,32,50625,24605
860Z200US56288,ZCTA5 56288,1994,96563,11906
860Z200US56289,ZCTA5 56289,305,61583,5255
860Z200US56291,ZCTA5 56291,185,53393,15164
860Z200US56292,ZCTA5 56292,216,70357,10853
860Z200US56293,ZCTA5 56293,478,57016,5280
860Z200US56294,ZCTA5 56294,53,69583,3973
860Z200US56295,ZCTA5 56295,132,55000,19084
860Z200US56296,ZCTA5 56296,843,50224,5278
860Z200US56297,ZCTA5 56297,322,72188,7833
860Z200US56301,ZCTA5 56301,12614,61561,4832
860Z200US56303,ZCTA5 56303,10725,59314,3883
860Z200US56304,ZCTA5 56304,6961,51384,4224
860Z200US56307,ZCTA5 56307,1912,80859,6769
860Z200US56308,ZCTA5 56308,11546,68456,5280
860Z200US56309,ZCTA5 56309,563,65875,12323
860Z200US56310,ZCTA5 56310,1991,95240,12402
860Z200US56311,ZCTA5 56311,307,61750,13411
860Z200US56312,ZCTA5 56312,940,67656,6697
860Z200US56313,ZCTA5 56313,32,45000,10723
860Z200US56314,ZCTA5 56314,467,78750,5153
860Z200US56315,ZCTA5 56315,713,80563,8467
860Z200US56316,ZCTA5 56316,583,62396,6678
860Z200US56318,ZCTA5 56318,432,70000,8625
860Z200US56319,ZCTA5 56319,578,77692,8833
860Z200US56320,ZCTA5 56320,3102,91368,8231
860Z200US56321,ZCTA5 56321,0,-,**
860Z200US56323,ZCTA5 56323,230,68214,16807
860Z200US56324,ZCTA5 56324,468,73214,11572
860Z200US56325,ZCTA5 56325,81,45536,20865
860Z200US56326,ZCTA5 56326,728,73036,8923
860Z200US56327,ZCTA5 56327,345,71964,12246
860Z200US56328,ZCTA5 56328,77,79063,29312
860Z200US56329,ZCTA5 56329,2703,81325,4568
860Z200US56330,ZCTA5 56330,656,68393,7692
860Z200US56331,ZCTA5 56331,771,87604,9369
860Z200US56332,ZCTA5 56332,686,78462,8854
860Z200US56334,ZCTA5 56334,2510,66915,4802
860Z200US56335,ZCTA5 56335,90,71250,13643
860Z200US56336,ZCTA5 56336,647,76908,4758
860Z200US56338,ZCTA5 56338,676,64167,6958
860Z200US56339,ZCTA5 56339,400,50000,12471
860Z200US56340,ZCTA5 56340,926,78864,8758
860Z200US56342,ZCTA5 56342,1218,51757,3023
860Z200US56343,ZCTA5 56343,414,57500,15467
860Z200US56345,ZCTA5 56345,6274,53294,5382
860Z200US56347,ZCTA5 56347,2918,55357,10558
860Z200US56349,ZCTA5 56349,318,86250,12305
860Z200US56350,ZCTA5 56350,200,41250,24600
860Z200US56352,ZCTA5 56352,2458,57188,9366
860Z200US56353,ZCTA5 56353,3619,68378,2886
860Z200US56354,ZCTA5 56354,591,75956,7424
860Z200US56355,ZCTA5 56355,214,72500,25936
860Z200US56356,ZCTA5 56356,97,77656,8729
860Z200US56357,ZCTA5 56357,386,96375,4959
860Z200US56358,ZCTA5 56358,1257,66507,5163
860Z200US56359,ZCTA5 56359,1338,52194,2213
860Z200US56360,ZCTA5 56360,1762,58491,3779
860Z200US56361,ZCTA5 56361,925,67917,7805
860Z200US56362,ZCTA5 56362,2168,69537,4338
860Z200US56363,ZCTA5 56363,85,58281,11690
860Z200US56364,ZCTA5 56364,2099,70645,3464
860Z200US56367,ZCTA5 56367,2598,87258,5566
860Z200US56368,ZCTA5 56368,1646,82733,5036
860Z200US56369,ZCTA5 56369,226,67188,23950
860Z200US56371,ZCTA5 56371,37,53750,36987
860Z200US56373,ZCTA5 56373,1179,72601,6459
860Z200US56374,ZCTA5 56374,3280,77697,11672
860Z200US56375,ZCTA5 56375,337,87596,9130
860Z200US56376,ZCTA5 56376,128,67500,19966
860Z200US56377,ZCTA5 56377,7870,75243,5361
860Z200US56378,ZCTA5 56378,3354,66471,5599
860Z200US56379,ZCTA5 56379,6897,64279,2167
860Z200US56381,ZCTA5 56381,997,71250,3435
860Z200US56382,ZCTA5 56382,534,71250,7384
860Z200US56384,ZCTA5 56384,134,62500,32290
860Z200US56385,ZCTA5 56385,445,51976,8575
860Z200US56386,ZCTA5 56386,308,43750,10303
860Z200US56387,ZCTA5 56387,3515,47816,11902
860Z200US56389,ZCTA5 56389,36,51786,18356
860Z200US56401,ZCTA5 56401,12558,58479,2508
860Z200US56425,ZCTA5 56425,3447,64766,10844
860Z200US56431,ZCTA5 56431,3695,54051,4273
860Z200US56433,ZCTA5 56433,773,47875,4928
860Z200US56434,ZCTA5 56434,71,74583,14986
860Z200US56435,ZCTA5 56435,1198,57800,4281
860Z200US56437,ZCTA5 56437,464,52656,3963
860Z200US56438,ZCTA5 56438,1068,54878,3366
860Z200US56440,ZCTA5 56440,517,49766,6617
860Z200US56441,ZCTA5 56441,1722,41198,7253
860Z200US56442,ZCTA5 56442,1376,67778,14293
860Z200US56443,ZCTA5 56443,626,70000,9918
860Z200US56444,ZCTA5 56444,1341,69258,6892
860Z200US56446,ZCTA5 56446,640,48929,4772
860Z200US56447,ZCTA5 56447,365,51250,7610
860Z200US56448,ZCTA5 56448,218,65000,16662
860Z200US56449,ZCTA5 56449,725,75583,12802
860Z200US56450,ZCTA5 56450,492,54643,6097
860Z200US56452,ZCTA5 56452,934,58846,5495
860Z200US56453,ZCTA5 56453,301,56250,9235
860Z200US56455,ZCTA5 56455,649,56645,5506
860Z200US56458,ZCTA5 56458,148,61250,7192
860Z200US56461,ZCTA5 56461,1306,68269,4976
860Z200US56464,ZCTA5 56464,1672,60403,4442
860Z200US56465,ZCTA5 56465,889,66369,7772
860Z200US56466,ZCTA5 56466,1306,54451,4246
860Z200US56467,ZCTA5 56467,1064,69375,3174
860Z200US56468,ZCTA5 56468,1776,84113,9621
860Z200US56469,ZCTA5 56469,486,56042,4249
860Z200US56470,ZCTA5 56470,4384,61147,2733
860Z200US56472,ZCTA5 56472,3379,64279,6265
860Z200US56473,ZCTA5 56473,1307,69458,5841
860Z200US56474,ZCTA5 56474,1864,46538,2434
860Z200US56475,ZCTA5 56475,641,56307,4027
860Z200US56477,ZCTA5 56477,1136,50948,4825
860Z200US56479,ZCTA5 56479,1832,52167,8098
860Z200US56481,ZCTA5 56481,888,65179,9656
860Z200US56482,ZCTA5 56482,2975,49789,5341
860Z200US56484,ZCTA5 56484,1359,57563,6654
860Z200US56501,ZCTA5 56501,7284,65077,3961
860Z200US56510,ZCTA5 56510,926,58929,4783
860Z200US56511,ZCTA5 56511,798,80000,11260
860Z200US56514,ZCTA5 56514,1414,71500,13716
860Z200US56515,ZCTA5 56515,1243,67566,4412
860Z200US56516,ZCTA5 56516,122,55000,21105
860Z200US56517,ZCTA5 56517,95,93750,38901
860Z200US56518,ZCTA5 56518,152,48571,9556
860Z200US56519,ZCTA5 56519,111,56875,12751
860Z200US56520,ZCTA5 56520,1713,51568,6535
860Z200US56521,ZCTA5 56521,311,60197,4983
860Z200US56522,ZCTA5 56522,175,68750,2792
860Z200US56523,ZCTA5 56523,156,70833,14231
860Z200US56524,ZCTA5 56524,296,61111,7848
860Z200US56525,ZCTA5 56525,32,98750,45764
860Z200US56527,ZCTA5 56527,314,52955,6008
860Z200US56528,ZCTA5 56528,750,67353,9564
860Z200US56529,ZCTA5 56529,1847,71829,16644
860Z200US56531,ZCTA5 56531,788,60543,5893
860Z200US56533,ZCTA5 56533,116,65179,11044
860Z200US56534,ZCTA5 56534,530,76818,12388
860Z200US56535,ZCTA5 56535,516,46607,9332
860Z200US56536,ZCTA5 56536,145,68750,10098
860Z200US56537,ZCTA5 56537,8610,54506,4276
860Z200US56540,ZCTA5 56540,726,64167,6679
860Z200US56541,ZCTA5 56541,27,76250,64023
860Z200US56542,ZCTA5 56542,1042,50543,3410
860Z200US56543,ZCTA5 56543,96,56500,46488
860Z200US56544,ZCTA5 56544,2120,65833,8071
860Z200US56545,ZCTA5 56545,268,67000,8857
860Z200US56546,ZCTA5 56546,93,74844,13551
860Z200US56547,ZCTA5 56547,945,84563,6176
860Z200US56548,ZCTA5 56548,304,50556,11481
860Z200US56549,ZCTA5 56549,1783,88554,5667
860Z200US56550,ZCTA5 56550,141,53750,14436
860Z200US56551,ZCTA5 56551,918,57292,4895
860Z200US56552,ZCTA5 56552,202,53000,10686
860Z200US56553,ZCTA5 56553,122,57011,21036
860Z200US56554,ZCTA5 56554,1096,77500,9067
860Z200US56556,ZCTA5 56556,448,61346,9029
860Z200US56557,ZCTA5 56557,984,44821,4507
860Z200US56560,ZCTA5 56560,17665,64129,3318
860Z200US56562,ZCTA5 56562,0,-,**
860Z200US56563,ZCTA5 56563,0,-,**
860Z200US56565,ZCTA5 56565,38,48000,1682
860Z200US56566,ZCTA5 56566,197,35625,5568
860Z200US56567,ZCTA5 56567,1297,64704,4081
860Z200US56568,ZCTA5 56568,56,-,**
860Z200US56569,ZCTA5 56569,464,50625,4254
860Z200US56570,ZCTA5 56570,465,54861,11108
860Z200US56571,ZCTA5 56571,785,75417,8134
860Z200US56572,ZCTA5 56572,2165,70026,5654
860Z200US56573,ZCTA5 56573,2712,63065,12182
860Z200US56574,ZCTA5 56574,115,73472,9213
860Z200US56575,ZCTA5 56575,272,48125,3335
860Z200US56576,ZCTA5 56576,383,67656,11658
860Z200US56578,ZCTA5 56578,293,88393,14845
860Z200US56579,ZCTA5 56579,393,78750,12224
860Z200US56580,ZCTA5 56580,474,87717,6651
860Z200US56581,ZCTA5 56581,130,49444,11594
860Z200US56583,ZCTA5 56583,67,59453,15710
860Z200US56584,ZCTA5 56584,558,62500,9832
860Z200US56585,ZCTA5 56585,484,50250,14555
860Z200US56586,ZCTA5 56586,813,75625,3837
860Z200US56587,ZCTA5 56587,568,71000,7248
860Z200US56588,ZCTA5 56588,185,58194,12277
860Z200US56589,ZCTA5 56589,692,60313,6411
860Z200US56590,ZCTA5 56590,157,55179,4028
860Z200US56591,ZCTA5 56591,216,17000,4487
860Z200US56592,ZCTA5 56592,157,58750,16982
860Z200US56594,ZCTA5 56594,183,78125,15986
860Z200US56601,ZCTA5 56601,13661,60102,3276
860Z200US56621,ZCTA5 56621,1666,53714,3957
860Z200US56623,ZCTA5 56623,1058,56827,7491
860Z200US56626,ZCTA5 56626,87,46058,8156
860Z200US56627,ZCTA5 56627,136,30833,10490
860Z200US56628,ZCTA5 56628,650,43750,9562
860Z200US56629,ZCTA5 56629,74,71944,17276
860Z200US56630,ZCTA5 56630,851,43322,2661
860Z200US56633,ZCTA5 56633,1556,53988,2017
860Z200US56634,ZCTA5 56634,615,62232,9375
860Z200US56636,ZCTA5 56636,1932,58750,6012
860Z200US56637,ZCTA5 56637,73,88125,22857
860Z200US56639,ZCTA5 56639,207,28875,7938
860Z200US56641,ZCTA5 56641,132,55000,8819
860Z200US56644,ZCTA5 56644,281,49844,13635
860Z200US56646,ZCTA5 56646,155,44583,30346
860Z200US56647,ZCTA5 56647,313,56607,18001
860Z200US56649,ZCTA5 56649,4189,53663,3774
860Z200US56650,ZCTA5 56650,424,72778,33788
860Z200US56651,ZCTA5 56651,191,66750,19748
860Z200US56652,ZCTA5 56652,186,65313,9070
860Z200US56653,ZCTA5 56653,560,58947,8506
860Z200US56654,ZCTA5 56654,38,43333,11119
860Z200US56655,ZCTA5 56655,758,47315,5231
860Z200US56657,ZCTA5 56657,90,63333,29936
860Z200US56658,ZCTA5 56658,0,-,**
860Z200US56659,ZCTA5 56659,64,-,**
860Z200US56660,ZCTA5 56660,119,63125,25085
860Z200US56661,ZCTA5 56661,402,62000,4956
860Z200US56662,ZCTA5 56662,249,55855,3137
860Z200US56663,ZCTA5 56663,84,38409,11712
860Z200US56666,ZCTA5 56666,210,45652,28026
860Z200US56667,ZCTA5 56667,305,78393,11578
860Z200US56668,ZCTA5 56668,95,71442,29361
860Z200US56669,ZCTA5 56669,108,55000,13430
860Z200US56670,ZCTA5 56670,300,41379,6340
860Z200US56671,ZCTA5 56671,831,47098,6658
860Z200US56672,ZCTA5 56672,892,49000,5434
860Z200US56673,ZCTA5 56673,165,54375,3154
860Z200US56676,ZCTA5 56676,714,62614,7953
860Z200US56678,ZCTA5 56678,615,60750,11827
860Z200US56680,ZCTA5 56680,54,-,**
860Z200US56681,ZCTA5 56681,104,46250,22934
860Z200US56683,ZCTA5 56683,253,69688,12151
860Z200US56684,ZCTA5 56684,139,72188,24284
860Z200US56685,ZCTA5 56685,62,75000,64305
860Z200US56686,ZCTA5 56686,337,64861,18819
860Z200US56688,ZCTA5 56688,64,-,**
860Z200US56701,ZCTA5 56701,5562,64211,4850
860Z200US56710,ZCTA5 56710,191,68750,29487
860Z200US56711,ZCTA5 56711,5,-,**
860Z200US56713,ZCTA5 56713,409,75938,12275
860Z200US56714,ZCTA5 56714,467,58472,6465
860Z200US56715,ZCTA5 56715,137,52083,36743
860Z200US56716,ZCTA5 56716,3791,52786,4362
860Z200US56720,ZCTA5 56720,8,-,**
860Z200US56721,ZCTA5 56721,4165,72791,9331
860Z200US56722,ZCTA5 56722,145,71875,23213
860Z200US56723,ZCTA5 56723,313,99688,13651
860Z200US56724,ZCTA5 56724,51,83125,40526
860Z200US56725,ZCTA5 56725,346,56932,7866
860Z200US56726,ZCTA5 56726,601,66319,7345
860Z200US56727,ZCTA5 56727,351,70139,10049
860Z200US56728,ZCTA5 56728,492,66371,4042
860Z200US56729,ZCTA5 56729,48,63750,31984
860Z200US56731,ZCTA5 56731,46,55000,49762
860Z200US56732,ZCTA5 56732,430,55069,4624
860Z200US56733,ZCTA5 56733,164,68750,15896
860Z200US56734,ZCTA5 56734,189,66750,17261
860Z200US56735,ZCTA5 56735,274,59375,15178
860Z200US56736,ZCTA5 56736,326,67273,16350
860Z200US56737,ZCTA5 56737,354,47500,8336
860Z200US56738,ZCTA5 56738,528,64457,6222
860Z200US56742,ZCTA5 56742,311,63750,12417
860Z200US56744,ZCTA5 56744,198,67000,7777
860Z200US56748,ZCTA5 56748,252,74722,11700
860Z200US56750,ZCTA5 56750,1005,61250,10956
860Z200US56751,ZCTA5 56751,2207,70335,6234
860Z200US56754,ZCTA5 56754,224,86786,19955
860Z200US56755,ZCTA5 56755,32,61250,14218
860Z200US56756,ZCTA5 56756,210,69167,14187
860Z200US56757,ZCTA5 56757,355,75341,11872
860Z200US56758,ZCTA5 56758,132,46250,21490
860Z200US56759,ZCTA5 56759,124,77500,34081
860Z200US56760,ZCTA5 56760,189,88482,16305
860Z200US56761,ZCTA5 56761,157,56250,7184
860Z200US56762,ZCTA5 56762,1023,57067,7748
860Z200US56763,ZCTA5 56763,1874,62750,7967
860Z200US57026,ZCTA5 57026,546,70694,6340
860Z200US57030,ZCTA5 57030,1121,73377,3344
860Z200US57068,ZCTA5 57068,609,94028,14855
860Z200US58030,ZCTA5 58030,263,60417,16593
860Z200US58225,ZCTA5 58225,429,71375,10360
